ResponseId,PID,HS_1,HS_2,HS_3,FM_1,FM_2,GM_1,GM_2,Dif_import1,Dif_import2,Dif_impos1,Dif_impos2,Country,Age,Sex,Ethnicity,Language
R_Y5hJHzJrMpAcF2x,6172db316212169efd33f55d,1,1,2,1,1,4,6,4,6,4,5,USA,20,Female,White,English
R_2U3CektAyPl1C6X,5ffd392153021d20d0939515,2,5,2,5,5,2,2,5,5,1,1,USA,34,Male,White,English
R_1M4W7TxrolLkDTS,6400e85a2b98f0bcc0bc9d53,3,4,3,2,2,5,5,4,5,2,2,USA,22,Male,White,English
R_3kpmUowfOuoLaEQ,5ed9df4296035b58dce21946,2,5,5,2,2,5,5,4,5,4,4,USA,26,Female,Asian,English
R_3OoDao2ciJcW6rk,63d40b7d3c7f92ff15ef6b67,5,2,4,2,3,5,4,5,5,2,5,USA,20,Female,Asian,English
R_UWUahqMsN9bCTgB,5d00163d9f497e00191a609c,3,5,3,2,2,4,5,3,5,2,2,USA,31,Male,White,English
R_esqo7gdGpm816Lf,63d14464ee1a3ad13e0bc201,4,3,2,3,4,2,3,2,3,2,1,USA,33,Male,Other,English
R_3siBGFod6BoPdXP,645005f03fb72ab1bb1a88b1,3,4,1,6,6,1,1,4,5,1,2,USA,50,Female,White,English
R_2dPZqUlT87fGlYU,614cd9dba2dad462039739cf,4,5,2,4,3,5,4,5,4,2,4,USA,19,Female,White,English
R_eDMa8PRtjya5FyF,60ffd5830c84e79af35b8080,3,6,5,2,3,5,4,5,3,1,1,USA,23,Female,White,English
R_33au3TzlTQ8OthP,6236844dad7b8f69aad35b69,1,3,1,5,5,1,2,3,3,4,4,USA,20,Male,Other,English
R_3QXiWri2J9cQLb1,5f21dc69e337a642249401af,2,3,2,2,2,5,5,2,4,2,2,USA,36,Female,White,English
R_1fmk4oRaLKjAaHl,5bb239a60cc22c000146833e,2,6,1,3,3,3,3,4,4,4,4,USA,41,Male,White,English
R_bfoERjomMOMkZTr,63ea76a647a11b87cee26cd5,6,6,5,2,2,5,5,4,3,2,4,USA,20,Male,Black,English
R_2v8McUWU8bTZdfR,62a7c4d5266dfb89bf94fec8,5,5,5,4,3,5,5,5,5,2,2,USA,45,Female,Black,English
R_1ODFWaMKQVvc6mC,5a4ffbc076d1c60001aa9438,6,6,6,6,6,1,1,4,4,6,6,USA,36,Female,White,English
R_294D06sNgv6oLOj,56b8dce0e1d0a2000c15d4d3,6,6,6,1,1,6,6,3,2,1,1,USA,31,Female,White,English
R_1FFCmpqCikJEAai,6096924c7726fc84dde3e3ad,1,3,1,1,1,6,6,2,4,1,1,USA,32,Female,Mixed,English
R_3CCbPhqXiM9dhVP,5d7862a638292d001c062b79,2,3,2,2,2,5,5,3,3,2,2,USA,36,Female,White,English
R_0cB0S6Uh8142YNz,62bdfe451d380bec13a4a864,6,5,5,1,1,4,5,5,5,1,1,USA,26,Female,White,English
R_1OuTunwOLc6ljDP,55dbdc9d50a1f7001190d753,2,2,3,2,1,6,5,5,5,2,3,USA,32,Male,White,English
R_1oGsagHjdJCA5mx,5b5fd1763131440001074d59,5,5,5,2,2,6,1,5,4,1,2,USA,32,Male,White,English
R_5pfiCe9pMxl9FyV,6102a4e20fb6538b03d6a24f,4,6,5,2,2,5,5,3,3,2,2,USA,24,Female,White,English
R_wMlv85I3L9hVJL3,63d42902a85ae3e7b4920266,2,3,2,4,4,2,3,4,4,3,3,USA,33,Male,Asian,English
R_29rVq09NgW3Tju4,64409b0331debc768106e394,1,6,3,1,1,6,6,6,6,3,3,USA,37,Male,Black,English
R_1I4SmOCMUQmX96n,5d1686aadb7eb70001f1a65a,3,5,2,1,1,6,6,4,6,1,1,USA,37,Male,White,English
R_3GkN8cDmFcDkbOG,627986ad0b4e17430bd23d80,4,6,6,1,1,4,6,4,4,2,2,USA,33,Male,Asian,Vietnamese
R_1ifVTOwsmRlxIrr,6100fd9153a73727cf2edda8,2,1,2,5,5,2,2,2,2,5,5,USA,20,Female,Other,English
R_1H5G9sxJ5wwvvpr,5e4f1498f5442136deff0d6e,2,4,3,2,4,5,5,3,4,2,3,USA,23,Male,White,English
R_3Gg0x5zNT28gTZl,5edcfe625cd39c9efd5cc2ae,3,6,3,6,6,1,1,5,4,1,1,USA,38,Female,White,English
R_2gz4iTmS33fqPdf,5f36cb5c5a67570e141f4ef3,1,3,5,1,1,5,5,4,3,3,3,USA,52,Male,White,English
R_1Kqz7O6kyLaX9dm,60c3ba02dfcf64dbe7ae0396,3,4,3,3,3,3,3,3,3,3,3,USA,22,Male,White,English
R_OOlmWHurFh17Eid,5eeeb45360a44437a971aebc,2,3,2,2,2,4,3,4,4,3,2,USA,22,Male,Mixed,English
R_1l9LxwnNX3a93Bq,6172607a932e0b0c3523854d,5,5,6,5,3,4,4,4,5,2,1,USA,35,Female,White,English
R_323MHGx4Y3tAVQJ,631852710b123742dcc28cb8,6,6,6,3,1,3,4,6,5,5,2,USA,48,Female,White,English
R_x0k7aGrPbTWsvIZ,5cfafa8c2bcca70017252f6b,3,6,6,1,1,6,6,4,5,1,1,USA,58,Male,Mixed,Spanish
R_2YodyjhwwRDbqOm,5ef76ff7d195c248bfe25115,3,2,5,4,5,4,3,4,3,5,3,USA,21,Male,White,English
R_yEblPCfbWFUU6nT,6400d8d5cc4ede5d5619eb4f,4,4,5,3,3,3,3,5,4,3,3,USA,24,Male,White,English
R_1n1v0j3AdZUwRFn,61016268f9a351d3171a0fde,3,5,2,3,3,4,4,5,5,1,1,USA,20,Female,Black,English
R_3gRt3RHlUVWqWKF,577bcb033146cb0001d1b530,2,2,4,1,1,6,6,4,4,2,4,USA,23,Female,White,English
R_2Xh7y3xFhhBlMmx,5decaac46e09cf3792805023,4,4,4,2,2,5,5,5,4,1,1,USA,28,Male,White,English
R_3KpR7jnyEz1BMSh,63d30b2b7cd6beb472ecc740,1,1,1,2,3,4,3,3,2,4,5,USA,20,Male,Black,English
R_6yDWwMm9XTa32LL,63f22bf86108a5e85f89aa0b,1,4,5,5,4,4,5,4,4,5,5,USA,62,Female,White,English
R_2R4aY7KFBlRghpi,63bc9e8cd8106f8d94c636d4,4,4,5,3,3,3,3,4,4,3,2,USA,27,Female,White,English
R_3KDaL3Rw5ZCVITq,5fee0c90eb52700cd9752702,2,5,3,2,3,4,4,2,2,5,5,USA,50,Female,White,English
R_21aBo6GQSFLOzcN,6323781f75962af097c34b5e,2,1,1,1,1,6,6,1,1,2,1,USA,18,Male,Other,Spanish
R_DOyGeKq25b13zBD,63d6c86752a95585befe850a,3,2,3,1,1,6,6,5,5,1,1,USA,20,Male,White,English
R_2xVkBfmRu7PaK5Z,5fc1c035ac92312b4c2e6bab,2,5,1,5,5,1,1,4,4,1,1,USA,30,Female,White,English
R_u3tiiPLyqh6vPot,63f7e1bb3866d96e37ecfd1c,5,6,3,1,1,6,6,4,4,2,4,USA,20,Female,White,English
R_23VRF7QEMBHyjjj,636548d16d8486ac6e2c9332,3,5,5,4,5,4,4,4,5,4,4,USA,43,Male,White,English
R_2UW11qzpXk4zomb,63cff262503b56190be3eb18,1,4,2,1,1,6,6,4,2,2,3,USA,31,Female,White,English
R_2DLGcrGK72hJxhv,63d162725a0a1c3d6a8c056a,5,4,4,3,3,4,3,4,5,2,2,USA,24,Male,White,English
R_2S79iT4FmMqR306,628f9cfbee6de7cc7322fecf,6,5,4,1,1,6,6,4,5,1,2,USA,28,Male,Other,English
R_OuMcHAIlpHrLJSx,62fbb36e4eb67a9e4bd73561,1,5,2,1,2,4,5,4,4,2,1,USA,32,Female,White,English
R_3L8g2tYuuUcGK3A,644aa44afd1bc7f0e2842cf2,5,6,5,2,2,5,5,3,2,2,2,USA,50,Female,White,English
R_4NqyOLiD5AwthN7,5f735db63409c706cc33e016,4,5,4,3,3,3,3,3,4,2,2,USA,22,Female,White,English
R_3COQb75FvUed6Mm,62e5c4689bd36b818a8eeecd,1,4,3,1,3,6,6,4,4,3,1,USA,26,Male,Asian,Vietnamese
R_2AZ0kT2Zf4sAa8m,56849d528f456f000c45e1dd,6,6,1,1,1,6,5,1,1,4,1,USA,36,Female,Black,English
R_1GIa6yGT12vyHEJ,642cf63e7ce91bf42e9a1f32,1,6,6,6,6,6,6,6,6,6,6,USA,62,Male,Black,English
R_1OwrEkRJdYmzUPD,5c3848fc19ceb400010c24a0,5,6,4,2,2,5,5,4,2,1,1,USA,26,Male,White,English
R_1jwbl4ilahRdo9M,5e7909d956b26e4aba9a460b,2,6,5,1,2,4,5,4,4,5,3,USA,51,Male,White,English
R_3J4xKenivrub5RU,6287a355e0dbfe43e55850b7,1,5,2,2,2,5,5,3,3,1,1,USA,25,Male,Other,English
R_1Nl9q9Ug0cwh8Qw,5dd1919051c6d2208e27fbc1,2,6,3,1,1,6,6,4,6,1,1,USA,74,Female,White,English
R_24I8JhdmMLs8SGA,63d7b1a77e23b5460ab88069,2,5,5,2,2,4,4,3,2,2,2,USA,28,Male,Black,English
R_2pLX9ynofIKfwcQ,63bc74f63269af3a7bfcec7c,2,4,5,3,3,3,3,5,5,2,2,USA,53,Female,White,English
R_9mmWm0nYjKw2iGt,5e646461698a071f2f15423e,6,6,6,1,1,6,6,1,1,1,1,USA,56,Female,White,English
R_1gqB0A6t49HxrTP,63ba264aa0b8b0ba90de26b6,3,4,4,3,3,4,4,3,4,4,4,USA,49,Male,White,English
R_2a99Azl9mQRE3f6,605220735560745cf0a16a80,3,2,3,3,5,2,2,2,2,3,2,USA,44,Female,Mixed,English
R_UubvZudi2FObJUl,6437848cce0b587f816052e9,5,6,6,2,2,4,5,4,4,1,1,USA,49,Male,Black,English
R_ezAVaIoUTz9vcqd,612ba49c020f07311c602c0c,2,4,5,2,2,5,2,4,4,2,2,USA,22,Female,White,English
R_XwbbwmR0aJ28le9,640ff49e2b13337a14256899,3,5,5,3,4,5,5,3,5,2,2,USA,49,Female,White,English
R_3iOSScrczdlKWN2,63e70b13dee58bfc12d56f62,4,6,6,4,6,5,6,5,5,5,3,USA,62,Male,White,English
R_2WPDbMseiz8ync4,62e199458482518274623771,2,6,4,1,2,5,5,5,2,2,2,USA,34,Male,White,English
